Time - Plot 0	Amplitude - Plot 0
0.4325	0.00176373
0.4326	0.00173126
0.4327	0.00166633
0.4328	0.00166633
0.4329	0.00166633
0.433	0.00179619
0.4331	0.00189359
0.4332	0.00182866
0.4333	0.00176373
0.4334	0.0016988
0.4335	0.00179619
0.4336	0.0016988
0.4337	0.00176373
0.4338	0.0016988
0.4339	0.00173126
0.434	0.00173126
0.4341	0.00189359
0.4342	0.00179619
0.4343	0.00173126
0.4344	0.00179619
0.4345	0.00176373
0.4346	0.00186112
0.4347	0.00179619
0.4348	0.00176373
0.4349	0.00179619
0.435	0.00176373
0.4351	0.00192605
0.4352	0.00189359
0.4353	0.00176373
0.4354	0.00182866
0.4355	0.00176373
0.4356	0.00192605
0.4357	0.00173126
0.4358	0.00192605
0.4359	0.0016988
0.436	0.00176373
0.4361	0.00182866
0.4362	0.00192605
0.4363	0.00182866
0.4364	0.00182866
0.4365	0.00179619
0.4366	0.00189359
0.4367	0.00179619
0.4368	0.00202344
0.4369	0.00186112
0.437	0.00182866
0.4371	0.0016988
0.4372	0.00182866
0.4373	0.00182866
0.4374	0.00192605
0.4375	0.00189359
0.4376	0.00182866
0.4377	0.00179619
0.4378	0.00179619
0.4379	0.00182866
0.438	0.00186112
0.4381	0.00182866
0.4382	0.00189359
0.4383	0.00192605
0.4384	0.00186112
0.4385	0.00182866
0.4386	0.00182866
0.4387	0.00192605
0.4388	0.00192605
0.4389	0.00186112
0.439	0.00189359
0.4391	0.00186112
0.4392	0.00182866
0.4393	0.00189359
0.4394	0.00192605
0.4395	0.00186112
0.4396	0.00186112
0.4397	0.00189359
0.4398	0.00195852
0.4399	0.00195852
0.44	0.00199098
0.4401	0.00192605
0.4402	0.00189359
0.4403	0.00186112
0.4404	0.00179619
0.4405	0.00189359
0.4406	0.00192605
0.4407	0.00192605
0.4408	0.00189359
0.4409	0.00192605
0.441	0.00195852
0.4411	0.00195852
0.4412	0.00192605
0.4413	0.00192605
0.4414	0.00192605
0.4415	0.00195852
0.4416	0.00199098
0.4417	0.00192605
0.4418	0.00192605
0.4419	0.00186112
0.442	0.00192605
0.4421	0.00195852
0.4422	0.00192605
0.4423	0.00192605
0.4424	0.00189359
0.4425	0.00192605
0.4426	0.00192605
0.4427	0.00199098
0.4428	0.00192605
0.4429	0.00182866
0.443	0.00186112
0.4431	0.00195852
0.4432	0.00195852
